2019	1	1	10000 	10000 					
2019	2	7	0 	10000 					
2019	2	7	44 	10044 					
2019	2	8	0 	10044 					
2019	2	8	29 	10074 					
2019	2	8	0 	10074 					
2019	2	8	-321 	9752 					
2019	2	11	0 	9752 					
2019	2	11	36 	9788 					
2019	2	12	0 	9788 					
2019	2	12	21 	9809 					
2019	2	14	0 	9809 					
2019	2	14	27 	9836 					
2019	2	18	0 	9836 					
2019	2	18	14 	9850 					
2019	2	19	0 	9850 					
2019	2	19	27 	9877 					
2019	2	20	0 	9877 					
2019	2	20	-176 	9701 					
2019	2	21	0 	9701 					
2019	2	21	36 	9737 					
2019	2	27	0 	9737 					
2019	2	27	-84 	9653 					
2019	2	28	0 	9653 					
2019	2	28	25 	9678 					
2019	3	1	0 	9678 					
2019	3	1	-25 	9653 					
2019	3	6	0 	9653 					
2019	3	6	17 	9670 					
2019	3	11	0 	9670 					
2019	3	11	9 	9679 					
2019	3	13	0 	9679 					
2019	3	13	7 	9687 					
2019	3	15	0 	9687 					
2019	3	15	23 	9710 					
2019	3	18	0 	9710 					
2019	3	18	13 	9723 					
2019	3	18	0 	9723 					
2019	3	18	16 	9740 					
2019	3	20	0 	9740 					
2019	3	20	25 	9765 					
2019	3	21	0 	9765 					
2019	3	21	-248 	9517 					
2019	3	21	0 	9517 					
2019	3	21	31 	9547 					
2019	3	26	0 	9547 					
2019	3	26	29 	9577 					
2019	3	28	0 	9577 					
2019	3	28	32 	9608 					
2019	3	28	0 	9608 					
2019	3	28	-80 	9528 					
2019	4	1	0 	9528 					
2019	4	1	19 	9547 					
2019	4	2	0 	9547 					
2019	4	2	32 	9579 					
2019	4	3	0 	9579 					
2019	4	3	1 	9580 					
2019	4	4	0 	9580 					
2019	4	4	23 	9603 					
2019	4	9	0 	9603 					
2019	4	9	23 	9626 					
2019	4	9	0 	9626 					
2019	4	9	26 	9652 					
2019	4	11	0 	9652 					
2019	4	11	30 	9682 					
2019	4	12	0 	9682 					
2019	4	12	46 	9728 					
2019	4	16	0 	9728 					
2019	4	16	52 	9780 					
2019	4	17	0 	9780 					
2019	4	17	-151 	9629 					
2019	4	22	0 	9629 					
2019	4	22	21 	9650 					
2019	4	23	0 	9650 					
2019	4	23	34 	9684 					
2019	4	24	0 	9684 					
2019	4	24	32 	9716 					
2019	4	25	0 	9716 					
2019	4	25	23 	9739 					
2019	5	2	0 	9739 					
2019	5	2	23 	9762 					
2019	5	6	0 	9762 					
2019	5	6	32 	9795 					
2019	5	7	0 	9795 					
2019	5	7	-283 	9511 					
2019	5	8	0 	9511 					
2019	5	8	-135 	9377 					
2019	5	9	0 	9377 					
2019	5	9	26 	9402 					
2019	5	9	0 	9402 					
2019	5	9	26 	9428 					
2019	5	10	0 	9428 					
2019	5	10	35 	9464 					
2019	5	10	0 	9464 					
2019	5	10	37 	9501 					
2019	5	15	0 	9501 					
2019	5	15	46 	9547 					
2019	5	17	0 	9547 					
2019	5	17	36 	9583 					
2019	5	17	0 	9583 					
2019	5	17	37 	9620 					
2019	5	21	0 	9620 					
2019	5	21	20 	9640 					
2019	5	23	0 	9640 					
2019	5	23	-126 	9515 					
2019	5	23	0 	9515 					
2019	5	23	-118 	9397 					
2019	5	27	0 	9397 					
2019	5	27	26 	9423 					
2019	5	27	0 	9423 					
2019	5	27	-49 	9374 					
2019	5	28	0 	9374 					
2019	5	28	14 	9388 					
2019	5	30	0 	9388 					
2019	5	30	27 	9415 					
2019	5	31	0 	9415 					
2019	5	31	18 	9433 					
2019	6	4	0 	9433 					
2019	6	4	-8 	9425 					
2019	6	6	0 	9425 					
2019	6	6	26 	9451 					
2019	6	7	0 	9451 					
2019	6	7	27 	9478 					
2019	6	10	0 	9478 					
2019	6	10	-52 	9426 					
2019	6	12	0 	9426 					
2019	6	12	39 	9464 					
2019	6	14	0 	9464 					
2019	6	14	25 	9489 					
2019	6	18	0 	9489 					
2019	6	18	17 	9506 					
2019	6	21	0 	9506 					
2019	6	21	19 	9525 					
2019	6	21	0 	9525 					
2019	6	21	11 	9536 					
2019	6	25	0 	9536 					
2019	6	25	16 	9552 					
2019	6	26	0 	9552 					
2019	6	26	27 	9579 					
2019	6	27	0 	9579 					
2019	6	27	34 	9614 					
2019	7	1	0 	9614 					
2019	7	1	29 	9643 					
2019	7	3	0 	9643 					
2019	7	3	37 	9679 					
2019	7	4	0 	9679 					
2019	7	4	18 	9697 					
2019	7	5	0 	9697 					
2019	7	5	15 	9712 					
2019	7	10	0 	9712 					
2019	7	10	14 	9725 					
2019	7	12	0 	9725 					
2019	7	12	20 	9746 					
2019	7	17	0 	9746 					
2019	7	17	11 	9757 					
2019	7	19	0 	9757 					
2019	7	19	14 	9771 					
2019	7	23	0 	9771 					
2019	7	23	22 	9794 					
2019	7	24	0 	9794 					
2019	7	24	-96 	9698 					
2019	7	24	0 	9698 					
2019	7	24	10 	9707 					
2019	7	25	0 	9707 					
2019	7	25	54 	9761 					
2019	7	25	0 	9761 					
2019	7	25	31 	9792 					
2019	7	30	0 	9792 					
2019	7	30	18 	9810 					
2019	7	31	0 	9810 					
2019	7	31	24 	9834 					
2019	8	1	0 	9834 					
2019	8	1	19 	9854 					
2019	8	1	0 	9854 					
2019	8	1	47 	9901 					
2019	8	5	0 	9901 					
2019	8	5	39 	9940 					
2019	8	6	0 	9940 					
2019	8	6	32 	9972 					
2019	8	7	0 	9972 					
2019	8	7	41 	10013 					
2019	8	12	0 	10013 					
2019	8	12	33 	10046 					
2019	8	13	0 	10046 					
2019	8	13	26 	10072 					
2019	8	14	0 	10072 					
2019	8	14	18 	10090 					
2019	8	14	0 	10090 					
2019	8	14	24 	10114 					
2019	8	15	0 	10114 					
2019	8	15	36 	10150 					
2019	8	15	0 	10150 					
2019	8	15	-12 	10138 					
2019	8	19	0 	10138 					
2019	8	19	32 	10170 					
