2019	1	1	10000 	10000 					
2019	2	7	0 	10000 					
2019	2	7	-66 	9934 					
2019	2	7	0 	9934 					
2019	2	7	-67 	9867 					
2019	2	11	0 	9867 					
2019	2	11	35 	9901 					
2019	2	12	0 	9901 					
2019	2	12	38 	9939 					
2019	2	14	0 	9939 					
2019	2	14	54 	9993 					
2019	2	18	0 	9993 					
2019	2	18	21 	10014 					
2019	2	21	0 	10014 					
2019	2	21	27 	10042 					
2019	2	22	0 	10042 					
2019	2	22	29 	10070 					
2019	2	27	0 	10070 					
2019	2	27	-63 	10007 					
2019	2	28	0 	10007 					
2019	2	28	27 	10034 					
2019	3	6	0 	10034 					
2019	3	6	51 	10084 					
2019	3	7	0 	10084 					
2019	3	7	36 	10120 					
2019	3	14	0 	10120 					
2019	3	14	31 	10152 					
2019	3	15	0 	10152 					
2019	3	15	22 	10174 					
2019	3	18	0 	10174 					
2019	3	18	-1 	10173 					
2019	3	20	0 	10173 					
2019	3	20	-79 	10094 					
2019	3	21	0 	10094 					
2019	3	21	41 	10135 					
2019	3	21	0 	10135 					
2019	3	21	31 	10166 					
2019	3	22	0 	10166 					
2019	3	22	-82 	10084 					
2019	3	25	0 	10084 					
2019	3	25	40 	10124 					
2019	3	27	0 	10124 					
2019	3	27	61 	10185 					
2019	3	28	0 	10185 					
2019	3	28	58 	10243 					
2019	4	1	0 	10243 					
2019	4	1	35 	10278 					
2019	4	4	0 	10278 					
2019	4	4	22 	10300 					
2019	4	17	0 	10300 					
2019	4	17	46 	10346 					
2019	4	22	0 	10346 					
2019	4	22	13 	10359 					
2019	4	24	0 	10359 					
2019	4	24	36 	10394 					
2019	4	25	0 	10394 					
2019	4	25	41 	10435 					
2019	4	26	0 	10435 					
2019	4	26	22 	10458 					
2019	4	30	0 	10458 					
2019	4	30	36 	10494 					
2019	5	3	0 	10494 					
2019	5	3	21 	10515 					
2019	5	7	0 	10515 					
2019	5	7	42 	10557 					
2019	5	8	0 	10557 					
2019	5	8	21 	10578 					
2019	5	9	0 	10578 					
2019	5	9	45 	10622 					
2019	5	9	0 	10622 					
2019	5	9	-78 	10545 					
2019	5	16	0 	10545 					
2019	5	16	40 	10585 					
2019	5	17	0 	10585 					
2019	5	17	-83 	10502 					
2019	5	17	0 	10502 					
2019	5	17	37 	10539 					
2019	5	20	0 	10539 					
2019	5	20	29 	10567 					
2019	5	21	0 	10567 					
2019	5	21	36 	10603 					
2019	5	22	0 	10603 					
2019	5	22	38 	10642 					
2019	5	23	0 	10642 					
2019	5	23	33 	10675 					
2019	5	23	0 	10675 					
2019	5	23	-78 	10597 					
2019	5	24	0 	10597 					
2019	5	24	21 	10617 					
2019	5	27	0 	10617 					
2019	5	27	18 	10635 					
2019	5	30	0 	10635 					
2019	5	30	23 	10658 					
2019	5	31	0 	10658 					
2019	5	31	52 	10710 					
2019	6	3	0 	10710 					
2019	6	3	24 	10734 					
2019	6	5	0 	10734 					
2019	6	5	43 	10777 					
2019	6	5	0 	10777 					
2019	6	5	-86 	10691 					
2019	6	10	0 	10691 					
2019	6	10	21 	10712 					
2019	6	11	0 	10712 					
2019	6	11	22 	10733 					
2019	6	11	0 	10733 					
2019	6	11	16 	10750 					
2019	6	14	0 	10750 					
2019	6	14	26 	10775 					
2019	6	17	0 	10775 					
2019	6	17	-99 	10677 					
2019	6	18	0 	10677 					
2019	6	18	22 	10699 					
2019	6	21	0 	10699 					
2019	6	21	26 	10724 					
2019	7	1	0 	10724 					
2019	7	1	20 	10744 					
2019	7	3	0 	10744 					
2019	7	3	34 	10778 					
2019	7	5	0 	10778 					
2019	7	5	-68 	10710 					
2019	7	10	0 	10710 					
2019	7	10	35 	10745 					
2019	7	11	0 	10745 					
2019	7	11	11 	10756 					
2019	7	23	0 	10756 					
2019	7	23	-24 	10731 					
2019	7	24	0 	10731 					
2019	7	24	-28 	10703 					
2019	7	24	0 	10703 					
2019	7	24	15 	10718 					
2019	7	29	0 	10718 					
2019	7	29	-11 	10707 					
2019	7	31	0 	10707 					
2019	7	31	16 	10723 					
2019	8	1	0 	10723 					
2019	8	1	-64 	10659 					
2019	8	2	0 	10659 					
2019	8	2	-70 	10589 					
2019	8	5	0 	10589 					
2019	8	5	37 	10626 					
2019	8	6	0 	10626 					
2019	8	6	41 	10667 					
2019	8	6	0 	10667 					
2019	8	6	-16 	10651 					
2019	8	8	0 	10651 					
2019	8	8	22 	10673 					
2019	8	12	0 	10673 					
2019	8	12	40 	10713 					
2019	8	13	0 	10713 					
2019	8	13	-41 	10672 					
2019	8	14	0 	10672 					
2019	8	14	28 	10700 					
2019	8	19	0 	10700 					
2019	8	19	47 	10747 					
2019	8	23	0 	10747 					
2019	8	23	57 	10804 					
2019	8	27	0 	10804 					
2019	8	27	-123 	10681 					
2019	9	2	0 	10681 					
2019	9	2	18 	10699 					
2019	9	2	0 	10699 					
2019	9	2	14 	10713 					
2019	9	3	0 	10713 					
2019	9	3	50 	10763 					
2019	9	4	0 	10763 					
2019	9	4	26 	10789 					
2019	9	6	0 	10789 					
2019	9	6	30 	10819 					
2019	9	10	0 	10819 					
2019	9	10	-63 	10755 					
2019	9	12	0 	10755 					
2019	9	12	-54 	10702 					
2019	9	16	0 	10702 					
2019	9	16	-48 	10653 					
2019	9	18	0 	10653 					
2019	9	18	-40 	10613 					
2019	9	30	0 	10613 					
2019	9	30	-64 	10549 					
2019	10	1	0 	10549 					
2019	10	1	-54 	10495 					
2019	10	3	0 	10495 					
2019	10	3	26 	10521 					
2019	10	7	0 	10521 					
2019	10	7	-67 	10454 					
2019	10	7	0 	10454 					
2019	10	7	25 	10479 					
2019	10	9	0 	10479 					
2019	10	9	31 	10510 					
2019	10	14	0 	10510 					
2019	10	14	21 	10531 					
2019	10	15	0 	10531 					
2019	10	15	26 	10557 					
2019	10	16	0 	10557 					
